CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,,,,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn
50591,45,Male,11,23,2,15,Basic,Quarterly,541.93,17,0,,,,,,,,,,,
50592,36,Female,45,12,3,14,Standard,Quarterly,674.57,3,0,,,,,,,,,,,
50593,35,Male,11,24,3,20,Premium,Quarterly,563.43,2,0,,,,,,,,,,,
50594,43,Male,47,20,3,11,Standard,Quarterly,692.36,5,0,,,,,,,,,,,
50595,44,Female,27,6,0,11,Standard,Quarterly,953.22,12,0,,,,,,,,,,,
50596,34,Female,22,29,2,2,Basic,Annual,713.88,1,0,,,,,,,,,,,
50597,42,Male,40,25,0,19,Standard,Annual,900.17,15,0,,,,,,,,,,,
50598,46,Male,55,12,2,6,Premium,Annual,984.84,4,0,,,,,,,,,,,
50599,49,Male,26,19,1,6,Standard,Quarterly,669.5,30,0,,,,,,,,,,,
50600,39,Male,22,19,1,9,Standard,Quarterly,744.64,8,0,,,,,,,,,,,
50601,23,Female,38,14,1,4,Standard,Annual,881.04,5,0,,,,,,,,,,,
50602,37,Female,52,4,0,12,Basic,Quarterly,757.01,5,0,,,,,,,,,,,
50603,30,Male,7,20,2,1,Premium,Quarterly,975.57,6,0,,,,,,,,,,,
50604,27,Male,39,14,0,2,Standard,Quarterly,670.42,3,0,,,,,,,,,,,
50605,47,Male,2,29,2,14,Premium,Annual,570.5,9,0,,,,,,,,,,,
50606,40,Female,11,2,4,11,Basic,Annual,531.53,8,0,,,,,,,,,,,
50607,32,Male,35,5,0,5,Premium,Quarterly,793.65,2,0,,,,,,,,,,,
50608,27,Female,12,25,1,13,Standard,Annual,861.98,6,0,,,,,,,,,,,
50609,32,Male,19,11,1,5,Premium,Annual,880.58,17,0,,,,,,,,,,,
50610,42,Female,27,17,2,15,Standard,Quarterly,526.76,15,0,,,,,,,,,,,
50611,21,Male,25,19,0,6,Premium,Annual,898.17,10,0,,,,,,,,,,,
50612,39,Male,11,24,2,10,Premium,Quarterly,706.51,21,0,,,,,,,,,,,
50613,32,Male,54,25,1,2,Standard,Annual,638.67,12,0,,,,,,,,,,,
50614,33,Female,60,23,1,19,Standard,Quarterly,879.36,2,0,,,,,,,,,,,
50615,26,Female,6,12,2,5,Premium,Annual,587.21,15,0,,,,,,,,,,,
50616,49,Male,34,8,0,19,Premium,Quarterly,667.29,17,0,,,,,,,,,,,
50617,43,Female,51,1,2,1,Premium,Annual,953.98,2,0,,,,,,,,,,,
50618,27,Female,40,30,1,5,Premium,Quarterly,582.41,2,0,,,,,,,,,,,
50619,42,Female,42,15,4,13,Basic,Quarterly,527.88,13,0,,,,,,,,,,,
50620,20,Male,10,30,2,0,Basic,Quarterly,819.21,30,0,,,,,,,,,,,
50621,46,Female,30,16,2,2,Premium,Quarterly,963.05,6,0,,,,,,,,,,,
50622,46,Female,37,18,3,17,Basic,Annual,947.03,3,0,,,,,,,,,,,
50623,24,Male,56,2,1,6,Standard,Quarterly,802.75,15,0,,,,,,,,,,,
50624,33,Female,46,10,1,16,Premium,Annual,596.09,12,0,,,,,,,,,,,
50625,25,Male,39,9,1,8,Standard,Annual,654.5,22,0,,,,,,,,,,,
50626,39,Male,60,17,3,1,Standard,Quarterly,507.19,8,0,,,,,,,,,,,
50627,30,Male,55,24,0,13,Basic,Annual,873.75,8,0,,,,,,,,,,,
50628,43,Male,13,27,2,0,Basic,Quarterly,872.14,20,0,,,,,,,,,,,
50629,36,Male,56,6,0,10,Basic,Quarterly,934.83,2,0,,,,,,,,,,,
50630,25,Female,60,21,2,6,Standard,Quarterly,797.42,12,0,,,,,,,,,,,
50631,47,Male,21,28,2,13,Premium,Quarterly,773.98,6,0,,,,,,,,,,,
50632,27,Female,41,28,1,7,Premium,Quarterly,575.84,5,0,,,,,,,,,,,
50633,27,Female,7,9,1,17,Standard,Annual,797.14,12,0,,,,,,,,,,,
50634,41,Male,20,11,4,6,Basic,Annual,517.67,19,0,,,,,,,,,,,
50635,37,Male,44,13,2,16,Standard,Annual,740.13,5,0,,,,,,,,,,,
50636,49,Male,56,7,3,6,Standard,Annual,791.24,23,0,,,,,,,,,,,
50637,34,Female,15,30,0,20,Basic,Quarterly,532.65,8,0,,,,,,,,,,,
50638,36,Male,48,9,2,17,Standard,Quarterly,878.31,14,0,,,,,,,,,,,
50639,47,Male,29,2,0,15,Premium,Annual,777.37,24,0,,,,,,,,,,,
50640,40,Male,24,17,0,12,Standard,Quarterly,502.77,7,0,,,,,,,,,,,
50641,39,Female,46,15,2,15,Premium,Quarterly,534.07,15,0,,,,,,,,,,,
50642,21,Male,51,4,2,15,Standard,Quarterly,730.04,24,0,,,,,,,,,,,
50643,23,Female,47,3,1,5,Premium,Annual,795.22,14,0,,,,,,,,,,,
50644,46,Male,50,20,2,2,Standard,Annual,680.49,8,0,,,,,,,,,,,
50645,42,Male,27,19,2,0,Premium,Quarterly,653.93,6,0,,,,,,,,,,,
50646,36,Female,28,15,0,10,Basic,Quarterly,690.5,10,0,,,,,,,,,,,
50647,26,Female,34,24,0,19,Premium,Quarterly,916.06,13,0,,,,,,,,,,,
50648,21,Male,23,19,0,3,Standard,Quarterly,846.91,14,0,,,,,,,,,,,
50649,39,Male,53,1,2,6,Basic,Annual,805.89,21,0,,,,,,,,,,,
50650,42,Male,57,7,1,20,Standard,Quarterly,898.46,23,0,,,,,,,,,,,
50651,30,Male,13,29,1,12,Standard,Annual,823.62,1,0,,,,,,,,,,,
50652,40,Male,37,7,4,14,Premium,Quarterly,947.18,21,0,,,,,,,,,,,
50653,50,Male,34,10,5,11,Standard,Quarterly,957.21,17,0,,,,,,,,,,,
50654,50,Male,45,9,2,9,Standard,Annual,728.7,17,0,,,,,,,,,,,
50655,40,Male,41,15,2,9,Premium,Quarterly,926.36,26,0,,,,,,,,,,,
50656,44,Male,31,3,1,14,Premium,Annual,609.27,2,0,,,,,,,,,,,
50657,49,Male,58,20,2,18,Premium,Annual,913.92,9,0,,,,,,,,,,,
50658,48,Male,2,8,4,18,Premium,Annual,985.14,26,0,,,,,,,,,,,
50659,25,Male,46,23,0,2,Standard,Annual,604.57,10,0,,,,,,,,,,,
50660,32,Female,4,30,1,9,Premium,Annual,626.37,15,0,,,,,,,,,,,
50661,50,Female,59,30,5,15,Premium,Annual,859.35,1,0,,,,,,,,,,,
50662,46,Male,10,1,1,15,Standard,Annual,570.56,8,0,,,,,,,,,,,
50663,37,Male,48,12,2,18,Premium,Annual,792.11,17,0,,,,,,,,,,,
50664,34,Female,57,15,2,2,Basic,Annual,572.48,4,0,,,,,,,,,,,
50665,23,Male,55,14,0,4,Premium,Annual,658.65,14,0,,,,,,,,,,,
50666,35,Female,31,8,2,19,Standard,Annual,788.53,3,0,,,,,,,,,,,
50667,22,Female,52,27,2,20,Premium,Annual,502.8,12,0,,,,,,,,,,,
50668,44,Male,25,24,4,20,Basic,Quarterly,558.48,29,0,,,,,,,,,,,
50669,41,Male,57,10,2,0,Standard,Quarterly,560.51,17,0,,,,,,,,,,,
50670,46,Male,44,28,3,17,Basic,Annual,933.4,18,0,,,,,,,,,,,
50671,28,Male,1,10,2,5,Premium,Annual,708.15,16,0,,,,,,,,,,,
50672,32,Male,29,4,0,4,Premium,Quarterly,562.71,17,0,,,,,,,,,,,
50673,40,Male,27,9,3,15,Standard,Quarterly,757.76,6,0,,,,,,,,,,,
50674,47,Male,33,5,4,18,Premium,Annual,801.54,9,0,,,,,,,,,,,
50675,33,Male,51,28,3,14,Premium,Quarterly,994.76,18,0,,,,,,,,,,,
50676,19,Male,5,7,1,20,Standard,Annual,956.81,7,0,,,,,,,,,,,
50677,43,Male,28,15,4,10,Premium,Annual,728.73,25,0,,,,,,,,,,,
50678,38,Male,8,16,3,16,Premium,Quarterly,902.58,16,0,,,,,,,,,,,
50679,21,Male,10,17,0,6,Basic,Annual,801.3,12,0,,,,,,,,,,,
50680,40,Male,6,30,2,1,Premium,Quarterly,633.14,6,0,,,,,,,,,,,
50681,20,Male,19,23,1,15,Premium,Annual,699.98,25,0,,,,,,,,,,,
50682,48,Male,43,25,0,6,Premium,Annual,776.71,21,0,,,,,,,,,,,
50683,29,Male,11,30,0,19,Basic,Annual,924.65,9,0,,,,,,,,,,,
50684,23,Female,5,6,2,7,Premium,Annual,854.68,11,0,,,,,,,,,,,
50685,40,Male,53,29,2,19,Standard,Annual,601.94,16,0,,,,,,,,,,,
50686,41,Female,38,22,1,5,Basic,Quarterly,968.22,14,0,,,,,,,,,,,
50687,33,Male,23,21,3,2,Premium,Quarterly,822.81,18,0,,,,,,,,,,,
50688,27,Male,17,12,1,15,Standard,Annual,537.53,4,0,,,,,,,,,,,
50689,47,Male,60,9,0,17,Basic,Annual,635.93,9,0,,,,,,,,,,,
50690,38,Male,31,5,1,6,Standard,Quarterly,947.32,3,0,,,,,,,,,,,
50691,21,Male,36,2,0,2,Premium,Quarterly,791.05,4,0,,,,,,,,,,,
50692,44,Female,4,16,3,9,Premium,Annual,996.64,4,0,,,,,,,,,,,
50693,45,Male,35,3,1,4,Standard,Quarterly,724.48,16,0,,,,,,,,,,,
50694,45,Male,43,28,3,8,Basic,Annual,516.73,17,0,,,,,,,,,,,
50695,36,Female,38,2,3,12,Basic,Quarterly,536.38,6,0,,,,,,,,,,,
50696,19,Male,59,20,1,19,Standard,Quarterly,692.16,29,0,,,,,,,,,,,
50697,48,Male,33,30,3,11,Standard,Quarterly,726.37,15,0,,,,,,,,,,,
50698,26,Male,48,20,1,14,Premium,Quarterly,591.2,4,0,,,,,,,,,,,
50699,20,Male,8,21,0,14,Basic,Annual,895.27,22,0,,,,,,,,,,,
50700,46,Male,59,4,0,10,Premium,Annual,876.49,6,0,,,,,,,,,,,
50701,30,Male,26,1,1,5,Premium,Quarterly,567.8,20,0,,,,,,,,,,,
50702,44,Female,9,26,1,18,Standard,Annual,551.41,8,0,,,,,,,,,,,
50703,36,Male,8,18,2,3,Basic,Quarterly,874.39,16,0,,,,,,,,,,,
50704,28,Female,44,11,2,3,Standard,Annual,842.01,1,0,,,,,,,,,,,
50705,50,Male,46,28,3,13,Premium,Annual,506.26,7,0,,,,,,,,,,,
50706,27,Male,46,8,2,18,Basic,Annual,595.43,14,0,,,,,,,,,,,
50707,34,Male,4,18,1,13,Premium,Annual,783.61,11,0,,,,,,,,,,,
50708,22,Male,53,26,0,12,Standard,Quarterly,505.15,14,0,,,,,,,,,,,
50709,37,Male,46,17,2,7,Basic,Annual,888.47,11,0,,,,,,,,,,,
50710,22,Male,15,26,2,16,Standard,Quarterly,654.59,5,0,,,,,,,,,,,
50711,35,Female,54,26,3,17,Premium,Annual,538.12,15,0,,,,,,,,,,,
50712,39,Male,23,11,0,9,Standard,Quarterly,828.4,26,0,,,,,,,,,,,
50713,47,Female,48,12,1,7,Premium,Annual,827.67,5,0,,,,,,,,,,,
50714,29,Male,44,7,2,17,Basic,Quarterly,678.8,26,0,,,,,,,,,,,
50715,32,Female,46,14,3,4,Basic,Annual,703.48,4,0,,,,,,,,,,,
50716,23,Male,16,16,2,12,Premium,Quarterly,968.39,13,0,,,,,,,,,,,
50717,48,Male,52,23,1,18,Premium,Annual,509.59,17,0,,,,,,,,,,,
50718,45,Male,57,27,3,10,Standard,Annual,570.86,15,0,,,,,,,,,,,
50719,50,Male,42,14,2,14,Standard,Annual,839.61,11,0,,,,,,,,,,,
50720,47,Male,32,5,0,4,Premium,Annual,897.51,20,0,,,,,,,,,,,
50721,28,Male,14,23,0,11,Basic,Quarterly,515.45,25,0,,,,,,,,,,,
50722,40,Female,58,27,1,8,Standard,Annual,560.19,14,0,,,,,,,,,,,
50723,49,Male,8,17,4,10,Premium,Annual,665.78,11,0,,,,,,,,,,,
50724,50,Male,41,6,0,17,Standard,Annual,595.6,27,0,,,,,,,,,,,
50725,31,Male,39,18,3,7,Standard,Annual,832.87,19,0,,,,,,,,,,,
50726,32,Male,47,5,0,10,Basic,Quarterly,805.25,15,0,,,,,,,,,,,
50727,44,Male,45,13,2,16,Basic,Annual,525.53,3,0,,,,,,,,,,,
50728,37,Male,11,8,0,9,Basic,Annual,620.18,18,0,,,,,,,,,,,
50729,47,Female,7,15,3,19,Standard,Quarterly,611.66,10,0,,,,,,,,,,,
50730,34,Male,53,3,0,0,Standard,Annual,578.69,17,0,,,,,,,,,,,
50731,50,Male,37,2,4,12,Basic,Quarterly,838.9,17,0,,,,,,,,,,,
50732,46,Male,6,6,2,5,Basic,Quarterly,801.91,28,0,,,,,,,,,,,
50733,24,Female,12,15,0,1,Basic,Annual,923.97,14,0,,,,,,,,,,,
50734,26,Male,49,11,2,3,Standard,Quarterly,564.5,21,0,,,,,,,,,,,
50735,30,Male,3,3,3,9,Premium,Quarterly,651.6,7,0,,,,,,,,,,,
50736,47,Male,13,24,2,2,Premium,Quarterly,641.03,24,0,,,,,,,,,,,
50737,25,Female,23,11,1,9,Premium,Quarterly,594.39,9,0,,,,,,,,,,,
50738,42,Male,18,19,1,20,Basic,Quarterly,500.21,26,0,,,,,,,,,,,
50739,49,Female,10,14,1,6,Standard,Annual,761.83,8,0,,,,,,,,,,,
50740,29,Female,2,19,2,15,Standard,Quarterly,839.58,3,0,,,,,,,,,,,
50741,32,Male,25,24,2,5,Basic,Annual,840.28,17,0,,,,,,,,,,,
50742,43,Male,35,3,0,1,Standard,Annual,575.8,9,0,,,,,,,,,,,
50743,42,Male,42,14,0,2,Premium,Quarterly,852.44,10,0,,,,,,,,,,,
50744,18,Female,15,29,1,14,Premium,Annual,559.67,6,0,,,,,,,,,,,
50745,23,Male,39,28,1,3,Basic,Quarterly,684.83,27,0,,,,,,,,,,,
50746,31,Male,58,20,2,12,Premium,Quarterly,904.08,7,0,,,,,,,,,,,
50747,44,Female,60,6,4,13,Basic,Annual,777.39,10,0,,,,,,,,,,,
50748,34,Female,33,19,2,16,Premium,Annual,867.16,1,0,,,,,,,,,,,
50749,30,Male,44,21,2,3,Standard,Annual,762.88,19,0,,,,,,,,,,,
50750,24,Female,16,22,2,0,Premium,Annual,895.33,6,0,,,,,,,,,,,
50751,42,Male,4,10,3,3,Premium,Annual,954.4,24,0,,,,,,,,,,,
50752,46,Male,27,5,4,8,Standard,Quarterly,573.22,19,0,,,,,,,,,,,
50753,22,Male,31,25,2,1,Premium,Quarterly,820.41,7,0,,,,,,,,,,,
50754,29,Female,9,4,0,14,Basic,Annual,538.26,2,0,,,,,,,,,,,
50755,32,Male,48,7,0,17,Basic,Annual,931.31,5,0,,,,,,,,,,,
50756,23,Male,51,2,2,6,Basic,Quarterly,871.41,20,0,,,,,,,,,,,
50757,38,Male,28,12,1,10,Premium,Annual,613.99,18,0,,,,,,,,,,,
50758,33,Male,11,4,1,11,Premium,Annual,893.44,25,0,,,,,,,,,,,
50759,27,Female,44,19,2,8,Standard,Quarterly,681.68,5,0,,,,,,,,,,,
50760,42,Male,55,13,1,14,Premium,Annual,816.07,20,0,,,,,,,,,,,
50761,34,Male,58,17,3,7,Standard,Quarterly,745.89,29,0,,,,,,,,,,,
50762,46,Male,58,22,3,5,Premium,Annual,543.14,2,0,,,,,,,,,,,
50763,41,Male,36,15,2,19,Standard,Annual,985.6,25,0,,,,,,,,,,,
50764,18,Male,55,20,1,7,Basic,Quarterly,737.93,20,0,,,,,,,,,,,
50765,37,Male,40,6,0,18,Basic,Annual,831.7,27,0,,,,,,,,,,,
50766,27,Male,8,12,1,19,Standard,Annual,929.96,15,0,,,,,,,,,,,
50767,34,Female,9,3,1,17,Basic,Annual,578.3,9,0,,,,,,,,,,,
50768,49,Female,38,3,3,6,Standard,Annual,737.18,8,0,,,,,,,,,,,
50769,49,Male,14,15,0,16,Premium,Quarterly,601.19,26,0,,,,,,,,,,,
50770,32,Male,5,2,0,6,Premium,Annual,642.91,10,0,,,,,,,,,,,
50771,34,Male,31,7,3,16,Basic,Annual,521.12,14,0,,,,,,,,,,,
50772,34,Male,24,25,1,19,Premium,Annual,697.49,27,0,,,,,,,,,,,
50773,50,Male,35,18,0,5,Premium,Annual,883.89,17,0,,,,,,,,,,,
50774,26,Male,10,25,0,7,Premium,Quarterly,676.26,14,0,,,,,,,,,,,
50775,20,Male,18,28,1,15,Basic,Annual,516.28,7,0,,,,,,,,,,,
50776,29,Male,54,14,0,19,Basic,Annual,655.05,17,0,,,,,,,,,,,
50777,50,Male,56,12,0,6,Standard,Quarterly,728.45,10,0,,,,,,,,,,,
50778,22,Male,60,12,0,2,Standard,Annual,786.89,9,0,,,,,,,,,,,
50779,42,Male,15,19,2,10,Basic,Quarterly,569.55,20,0,,,,,,,,,,,
50780,43,Female,42,29,0,13,Premium,Quarterly,574.24,4,0,,,,,,,,,,,
50781,33,Female,9,5,2,3,Premium,Annual,504.55,7,0,,,,,,,,,,,
50782,38,Female,8,25,0,3,Premium,Quarterly,875.32,1,0,,,,,,,,,,,
50783,40,Female,47,9,1,8,Premium,Quarterly,564.46,10,0,,,,,,,,,,,
50784,28,Female,12,12,1,2,Basic,Annual,872.28,3,0,,,,,,,,,,,
50785,41,Male,38,10,1,13,Standard,Annual,515.54,9,0,,,,,,,,,,,
50786,30,Female,33,16,1,3,Premium,Annual,676.89,3,0,,,,,,,,,,,
50787,30,Female,26,14,3,5,Standard,Annual,620.3,8,0,,,,,,,,,,,
50788,28,Male,38,6,2,9,Standard,Quarterly,702.79,21,0,,,,,,,,,,,
50789,41,Female,50,12,2,12,Basic,Quarterly,593.69,5,0,,,,,,,,,,,
50790,47,Female,9,11,4,4,Basic,Quarterly,908.88,2,0,,,,,,,,,,,
50791,40,Male,48,19,4,19,Premium,Annual,556.85,16,0,,,,,,,,,,,
50792,45,Male,26,1,3,12,Standard,Quarterly,807.4,10,0,,,,,,,,,,,
50793,24,Male,52,13,2,12,Premium,Annual,782.04,14,0,,,,,,,,,,,
50794,37,Male,35,25,0,13,Premium,Annual,673.67,5,0,,,,,,,,,,,
50795,44,Male,33,9,4,6,Basic,Annual,710.71,12,0,,,,,,,,,,,
50796,34,Male,36,16,3,1,Standard,Quarterly,584.09,9,0,,,,,,,,,,,
50797,23,Male,27,27,0,10,Standard,Quarterly,857.98,20,0,,,,,,,,,,,
50798,29,Male,50,29,1,3,Standard,Quarterly,852.6,16,0,,,,,,,,,,,
50799,49,Female,41,3,1,17,Premium,Quarterly,813.94,8,0,,,,,,,,,,,
50800,24,Male,56,9,0,14,Basic,Quarterly,911.69,7,0,,,,,,,,,,,
50801,42,Male,2,22,4,6,Standard,Annual,834.89,19,0,,,,,,,,,,,
50802,41,Female,8,30,3,6,Standard,Quarterly,867.89,8,0,,,,,,,,,,,
50803,41,Male,29,5,4,15,Basic,Annual,524.13,25,0,,,,,,,,,,,
50804,35,Male,11,20,2,19,Premium,Annual,947.91,1,0,,,,,,,,,,,
50805,28,Male,42,3,2,5,Standard,Annual,950.88,5,0,,,,,,,,,,,
50806,31,Female,27,19,0,0,Premium,Quarterly,654.14,13,0,,,,,,,,,,,
50807,38,Male,37,5,0,9,Basic,Quarterly,992.13,24,0,,,,,,,,,,,
50808,28,Male,46,23,1,7,Premium,Annual,652.9,30,0,,,,,,,,,,,
50809,26,Female,23,10,2,20,Basic,Annual,711.15,14,0,,,,,,,,,,,
50810,36,Male,24,28,3,6,Premium,Annual,608.37,15,0,,,,,,,,,,,
50811,34,Male,28,3,3,18,Premium,Quarterly,995.07,21,0,,,,,,,,,,,
50812,45,Female,40,16,3,6,Basic,Annual,887.61,12,0,,,,,,,,,,,
50813,41,Female,8,21,3,6,Basic,Annual,850.8,15,0,,,,,,,,,,,
50814,29,Male,1,13,0,20,Standard,Quarterly,984.97,5,0,,,,,,,,,,,
50815,50,Male,51,19,4,6,Premium,Quarterly,810.72,27,0,,,,,,,,,,,
50816,31,Male,26,26,0,5,Premium,Annual,753.3,28,0,,,,,,,,,,,
50817,21,Male,26,21,0,0,Standard,Annual,755.81,27,0,,,,,,,,,,,
50818,18,Male,47,13,0,11,Basic,Quarterly,908.97,4,0,,,,,,,,,,,
50819,32,Male,42,10,2,17,Standard,Quarterly,583.93,13,0,,,,,,,,,,,
50820,33,Male,38,28,3,4,Premium,Quarterly,960.24,15,0,,,,,,,,,,,
50821,38,Female,36,18,0,13,Premium,Annual,923.5,1,0,,,,,,,,,,,
50822,43,Female,33,10,4,20,Standard,Quarterly,941.77,8,0,,,,,,,,,,,
50823,34,Female,56,2,3,18,Basic,Annual,521.49,7,0,,,,,,,,,,,
50824,45,Female,47,26,0,14,Basic,Annual,715.21,2,0,,,,,,,,,,,
50825,33,Female,20,11,0,10,Premium,Annual,976.71,4,0,,,,,,,,,,,
50826,46,Male,2,18,2,15,Premium,Quarterly,671.29,2,0,,,,,,,,,,,
50827,27,Female,4,15,1,15,Standard,Annual,545.79,3,0,,,,,,,,,,,
50828,42,Female,34,20,3,2,Basic,Quarterly,718.43,2,0,,,,,,,,,,,
50829,20,Female,45,7,1,4,Premium,Annual,953.81,1,0,,,,,,,,,,,
50830,25,Female,24,14,1,13,Premium,Quarterly,982.47,4,0,,,,,,,,,,,
50831,40,Male,19,10,1,1,Premium,Quarterly,717.56,26,0,,,,,,,,,,,
50832,50,Male,11,25,5,16,Premium,Quarterly,666.45,27,0,,,,,,,,,,,
50833,41,Male,33,13,1,16,Premium,Annual,576.3,18,0,,,,,,,,,,,
50834,32,Female,17,16,2,18,Premium,Quarterly,579.91,3,0,,,,,,,,,,,
50835,25,Male,13,21,2,14,Basic,Quarterly,533.58,3,0,,,,,,,,,,,
50836,36,Male,6,22,3,13,Basic,Quarterly,891.44,13,0,,,,,,,,,,,
50837,21,Male,40,24,1,12,Basic,Quarterly,917.43,13,0,,,,,,,,,,,
50838,30,Male,36,15,0,13,Standard,Quarterly,928.85,24,0,,,,,,,,,,,
50839,41,Female,50,13,2,8,Standard,Quarterly,625.01,11,0,,,,,,,,,,,
50840,33,Male,8,10,0,5,Standard,Quarterly,579.97,24,0,,,,,,,,,,,
50841,42,Male,36,27,4,2,Basic,Annual,948.4,3,0,,,,,,,,,,,
50842,48,Male,51,19,3,14,Basic,Annual,885.83,3,0,,,,,,,,,,,
50843,38,Male,53,30,2,17,Basic,Quarterly,571.21,26,0,,,,,,,,,,,
50844,32,Female,51,25,3,8,Premium,Quarterly,966.7,10,0,,,,,,,,,,,
50845,49,Female,19,27,2,7,Standard,Annual,718.37,12,0,,,,,,,,,,,
50846,31,Female,7,16,0,6,Premium,Annual,664.8,4,0,,,,,,,,,,,
50847,46,Male,24,11,1,4,Standard,Quarterly,881.06,3,0,,,,,,,,,,,
50848,48,Female,9,11,4,19,Premium,Annual,963.62,12,0,,,,,,,,,,,
50849,32,Male,41,7,0,16,Basic,Quarterly,899.84,3,0,,,,,,,,,,,
50850,46,Male,10,25,4,20,Standard,Annual,957.95,12,0,,,,,,,,,,,
50851,48,Female,41,14,2,2,Premium,Quarterly,985.97,10,0,,,,,,,,,,,
50852,30,Male,58,28,2,16,Standard,Annual,930,5,0,,,,,,,,,,,
50853,29,Male,20,24,0,17,Basic,Quarterly,792.44,28,0,,,,,,,,,,,
50854,31,Female,6,17,0,9,Premium,Annual,817.09,12,0,,,,,,,,,,,
50855,25,Female,2,2,2,2,Premium,Quarterly,842.96,10,0,,,,,,,,,,,
50856,20,Male,48,13,1,3,Premium,Quarterly,802.86,18,0,,,,,,,,,,,
50857,29,Male,46,30,1,15,Premium,Quarterly,671.36,27,0,,,,,,,,,,,
50858,44,Female,51,20,3,14,Basic,Quarterly,562.97,7,0,,,,,,,,,,,
50859,36,Male,9,17,3,0,Basic,Quarterly,962,2,0,,,,,,,,,,,
50860,42,Male,11,18,4,2,Basic,Quarterly,872.36,26,0,,,,,,,,,,,
50861,47,Male,54,25,2,18,Basic,Quarterly,551.93,10,0,,,,,,,,,,,
50862,49,Male,56,2,1,11,Premium,Quarterly,508.21,26,0,,,,,,,,,,,
50863,21,Male,49,27,2,4,Premium,Annual,718.29,11,0,,,,,,,,,,,
50864,45,Female,47,29,4,20,Standard,Quarterly,729.66,1,0,,,,,,,,,,,
50865,41,Female,24,27,0,0,Premium,Annual,897.48,14,0,,,,,,,,,,,
50866,31,Female,29,26,0,5,Basic,Quarterly,788.78,15,0,,,,,,,,,,,
50867,22,Male,43,22,0,7,Premium,Quarterly,839.06,21,0,,,,,,,,,,,
50868,41,Male,36,16,4,11,Premium,Annual,903.26,30,0,,,,,,,,,,,
50869,25,Male,55,8,2,17,Basic,Annual,504.18,5,0,,,,,,,,,,,
50870,31,Male,36,10,3,3,Standard,Quarterly,957.79,8,0,,,,,,,,,,,
50871,43,Female,37,28,1,1,Basic,Quarterly,744.06,6,0,,,,,,,,,,,
50872,37,Male,56,23,1,12,Standard,Annual,914.24,17,0,,,,,,,,,,,
50873,21,Female,44,24,1,1,Standard,Quarterly,511.77,6,0,,,,,,,,,,,
50874,40,Male,47,6,4,14,Standard,Annual,814.31,6,0,,,,,,,,,,,
50875,30,Male,46,12,1,13,Standard,Annual,907.08,11,0,,,,,,,,,,,
50876,44,Male,52,22,1,2,Premium,Quarterly,770.66,18,0,,,,,,,,,,,
50877,48,Male,13,13,1,19,Standard,Annual,545.81,10,0,,,,,,,,,,,
50878,30,Male,9,11,3,18,Basic,Quarterly,856.17,8,0,,,,,,,,,,,
50879,35,Male,27,28,2,9,Standard,Annual,885.68,2,0,,,,,,,,,,,
50880,38,Female,26,5,2,14,Standard,Quarterly,794.48,10,0,,,,,,,,,,,
50881,49,Male,16,10,2,5,Basic,Annual,574.62,21,0,,,,,,,,,,,
50882,41,Male,52,19,0,17,Basic,Quarterly,654.73,8,0,,,,,,,,,,,
50883,42,Male,46,3,3,7,Premium,Annual,812.06,2,0,,,,,,,,,,,
50884,38,Male,34,29,3,4,Premium,Annual,956.63,18,0,,,,,,,,,,,
50885,32,Male,44,21,1,18,Standard,Annual,653.9,29,0,,,,,,,,,,,
50886,38,Female,41,17,3,17,Standard,Quarterly,816.84,1,0,,,,,,,,,,,
50887,25,Male,40,8,1,5,Standard,Annual,823.57,20,0,,,,,,,,,,,
50888,30,Male,48,7,0,18,Standard,Quarterly,575.33,17,0,,,,,,,,,,,
50889,33,Male,21,20,1,19,Premium,Annual,746.75,17,0,,,,,,,,,,,
50890,48,Female,60,27,3,9,Premium,Annual,910.67,10,0,,,,,,,,,,,
50891,18,Male,35,27,1,4,Premium,Annual,762.49,30,0,,,,,,,,,,,
50892,32,Female,20,21,3,0,Basic,Quarterly,975.07,14,0,,,,,,,,,,,
50893,40,Male,28,9,4,14,Basic,Quarterly,629.61,1,0,,,,,,,,,,,
50894,22,Male,46,24,2,5,Standard,Quarterly,687.62,4,0,,,,,,,,,,,
50895,50,Male,8,25,1,6,Premium,Annual,905.39,30,0,,,,,,,,,,,
50896,21,Female,25,6,2,13,Standard,Quarterly,996.7,1,0,,,,,,,,,,,
50897,49,Male,35,9,1,6,Basic,Quarterly,622.97,13,0,,,,,,,,,,,
50898,25,Male,30,11,0,19,Standard,Annual,894.46,9,0,,,,,,,,,,,
50899,48,Female,60,26,4,8,Basic,Annual,726.66,10,0,,,,,,,,,,,
50900,22,Female,28,12,0,6,Premium,Annual,859.03,2,0,,,,,,,,,,,
50901,27,Male,26,9,1,7,Basic,Quarterly,511.74,30,0,,,,,,,,,,,
50902,20,Female,22,27,2,20,Standard,Quarterly,806.36,12,0,,,,,,,,,,,
50903,44,Male,58,29,1,9,Basic,Annual,572.96,24,0,,,,,,,,,,,
50904,32,Male,37,2,3,15,Premium,Quarterly,522.89,2,0,,,,,,,,,,,
50905,18,Male,5,8,1,18,Premium,Quarterly,710.39,7,0,,,,,,,,,,,
